Metric,Date,Value,Ticker,Segment,CAGR_Dimension
Total Revenue,2023-12-31,131714000.0,TINGS-A,income_statement,Total Revenue
Total Revenue,2024-12-31,157056000.0,TINGS-A,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.68,TINGS-A,income_statement,Basic EPS
Basic EPS,2022-12-31,-3.81,TINGS-A,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.91,TINGS-A,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,TINGS-A,income_statement,Basic EPS
Total Revenue,2021-12-31,47434000.0,TINGS-B,income_statement,Total Revenue
Total Revenue,2022-12-31,76106000.0,TINGS-B,income_statement,Total Revenue
Total Revenue,2023-12-31,131714000.0,TINGS-B,income_statement,Total Revenue
Total Revenue,2024-12-31,157056000.0,TINGS-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.68,TINGS-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-3.81,TINGS-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.91,TINGS-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,TINGS-B,income_statement,Basic EPS
Total Revenue,2021-12-31,173363000.0,TITA-B,income_statement,Total Revenue
Total Revenue,2022-12-31,206765000.0,TITA-B,income_statement,Total Revenue
Total Revenue,2023-12-31,64477000.0,TITA-B,income_statement,Total Revenue
Total Revenue,2024-12-31,73509000.0,TITA-B,income_statement,Total Revenue
Basic EPS,2021-12-31,2.03,TITA-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.86,TITA-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.42,TITA-B,income_statement,Basic EPS
Basic EPS,2024-12-31,4.89,TITA-B,income_statement,Basic EPS
Total Revenue,2022-12-31,75949000.0,ALPCOT-B,income_statement,Total Revenue
Total Revenue,2023-12-31,80455000.0,ALPCOT-B,income_statement,Total Revenue
Total Revenue,2024-12-31,95536000.0,ALPCOT-B,income_statement,Total Revenue
Basic EPS,2022-12-31,-0.23,ALPCOT-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.11,ALPCOT-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.14,ALPCOT-B,income_statement,Basic EPS
Total Revenue,2022-12-31,61332000.0,BMC,income_statement,Total Revenue
Total Revenue,2023-12-31,122680000.0,BMC,income_statement,Total Revenue
Total Revenue,2024-12-31,148964000.0,BMC,income_statement,Total Revenue
Basic EPS,2022-12-31,3.835086,BMC,income_statement,Basic EPS
Basic EPS,2023-12-31,9.408492,BMC,income_statement,Basic EPS
Basic EPS,2024-12-31,7.315204,BMC,income_statement,Basic EPS
Total Revenue,2021-12-31,113926000.0,CASE,income_statement,Total Revenue
Total Revenue,2022-12-31,56647000.0,CASE,income_statement,Total Revenue
Total Revenue,2023-12-31,129150000.0,CASE,income_statement,Total Revenue
Total Revenue,2024-12-31,167058000.0,CASE,income_statement,Total Revenue
Basic EPS,2021-12-31,1.69,CASE,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.15,CASE,income_statement,Basic EPS
Basic EPS,2023-12-31,0.02,CASE,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,CASE,income_statement,Basic EPS
Total Revenue,2021-12-31,-1753000.0,FIRST-B,income_statement,Total Revenue
Total Revenue,2022-12-31,-2620000.0,FIRST-B,income_statement,Total Revenue
Total Revenue,2023-12-31,385000.0,FIRST-B,income_statement,Total Revenue
Total Revenue,2024-12-31,26689000.0,FIRST-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.661546,FIRST-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.862824,FIRST-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.09404,FIRST-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,FIRST-B,income_statement,Basic EPS
Total Revenue,2021-12-31,9232000.0,FLAT-B,income_statement,Total Revenue
Total Revenue,2022-12-31,24160000.0,FLAT-B,income_statement,Total Revenue
Total Revenue,2023-12-31,-6223000.0,FLAT-B,income_statement,Total Revenue
Total Revenue,2024-12-31,1315000.0,FLAT-B,income_statement,Total Revenue
Basic EPS,2021-12-31,3.832491,FLAT-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-2.035232,FLAT-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-2.35,FLAT-B,income_statement,Basic EPS
Basic EPS,2024-12-31,2.16,FLAT-B,income_statement,Basic EPS
Total Revenue,2021-12-31,1387672.0,MTI,income_statement,Total Revenue
Total Revenue,2022-12-31,1779674.0,MTI,income_statement,Total Revenue
Total Revenue,2023-12-31,306233.0,MTI,income_statement,Total Revenue
Total Revenue,2024-12-31,405475.0,MTI,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.139723,MTI,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.073968,MTI,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.21,MTI,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,MTI,income_statement,Basic EPS
Total Revenue,2021-12-31,-5979000.0,NAIG-B,income_statement,Total Revenue
Total Revenue,2022-12-31,-23173000.0,NAIG-B,income_statement,Total Revenue
Total Revenue,2023-12-31,-34394000.0,NAIG-B,income_statement,Total Revenue
Total Revenue,2024-12-31,255000.0,NAIG-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-2.6,NAIG-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.04,NAIG-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-2.37,NAIG-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,NAIG-B,income_statement,Basic EPS
Total Revenue,2021-12-31,191258000.0,NFGAB,income_statement,Total Revenue
Total Revenue,2022-12-31,238501000.0,NFGAB,income_statement,Total Revenue
Total Revenue,2023-12-31,272867000.0,NFGAB,income_statement,Total Revenue
Total Revenue,2024-12-31,228785000.0,NFGAB,income_statement,Total Revenue
Basic EPS,2021-12-31,-23.0,NFGAB,income_statement,Basic EPS
Basic EPS,2022-12-31,-10.0,NFGAB,income_statement,Basic EPS
Basic EPS,2023-12-31,-23.0,NFGAB,income_statement,Basic EPS
Basic EPS,2024-12-31,-11.0,NFGAB,income_statement,Basic EPS
Total Revenue,2021-12-31,757898000.0,SFL,income_statement,Total Revenue
Total Revenue,2022-12-31,634898000.0,SFL,income_statement,Total Revenue
Total Revenue,2023-12-31,561110000.0,SFL,income_statement,Total Revenue
Total Revenue,2024-12-31,766948000.0,SFL,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.76,SFL,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.05,SFL,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.02,SFL,income_statement,Basic EPS
Basic EPS,2024-12-31,0.44,SFL,income_statement,Basic EPS
Total Revenue,2021-12-31,94285000.0,YIELD,income_statement,Total Revenue
Total Revenue,2022-12-31,152800000.0,YIELD,income_statement,Total Revenue
Total Revenue,2023-12-31,129320000.0,YIELD,income_statement,Total Revenue
Total Revenue,2024-12-31,112080000.0,YIELD,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.92,YIELD,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.55,YIELD,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.22,YIELD,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,YIELD,income_statement,Basic EPS
Total Revenue,2021-12-31,37830000.0,VH,income_statement,Total Revenue
Total Revenue,2022-12-31,12140000.0,VH,income_statement,Total Revenue
Total Revenue,2023-12-31,12626000.0,VH,income_statement,Total Revenue
Total Revenue,2024-12-31,14428000.0,VH,income_statement,Total Revenue
Basic EPS,2021-12-31,19.165,VH,income_statement,Basic EPS
Basic EPS,2022-12-31,3.38,VH,income_statement,Basic EPS
Basic EPS,2023-12-31,3.21,VH,income_statement,Basic EPS
Basic EPS,2024-12-31,1.8,VH,income_statement,Basic EPS
Total Revenue,2023-12-31,1634000.0,WRV,income_statement,Total Revenue
Total Revenue,2024-12-31,1786000.0,WRV,income_statement,Total Revenue
Basic EPS,2023-12-31,-6.971433,WRV,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,WRV,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,2CUREX,income_statement,Total Revenue
Total Revenue,2022-12-31,90000.0,2CUREX,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,2CUREX,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,2CUREX,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.15,2CUREX,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.69,2CUREX,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.14,2CUREX,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,2CUREX,income_statement,Basic EPS
Total Revenue,2021-12-31,3007000.0,ACOU,income_statement,Total Revenue
Total Revenue,2022-12-31,4963000.0,ACOU,income_statement,Total Revenue
Total Revenue,2023-12-31,5534000.0,ACOU,income_statement,Total Revenue
Total Revenue,2024-12-31,4737000.0,ACOU,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.916068,ACOU,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.04,ACOU,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.29,ACOU,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.01,ACOU,income_statement,Basic EPS
Total Revenue,2021-12-31,23044000.0,AINO,income_statement,Total Revenue
Total Revenue,2022-12-31,19908000.0,AINO,income_statement,Total Revenue
Total Revenue,2023-12-31,23919000.0,AINO,income_statement,Total Revenue
Total Revenue,2024-12-31,23940000.0,AINO,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.349637,AINO,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.067232,AINO,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.084751,AINO,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.1,AINO,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,ALZ,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,ALZ,income_statement,Total Revenue
Total Revenue,2023-12-31,270000.0,ALZ,income_statement,Total Revenue
Total Revenue,2024-12-31,30000.0,ALZ,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.388778,ALZ,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.437376,ALZ,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.41,ALZ,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.31,ALZ,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,ANNX,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,ANNX,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,ANNX,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,ANNX,income_statement,Total Revenue
Basic EPS,2021-12-31,-35.420299,ANNX,income_statement,Basic EPS
Basic EPS,2022-12-31,-15.496384,ANNX,income_statement,Basic EPS
Basic EPS,2023-12-31,-23.751051,ANNX,income_statement,Basic EPS
Basic EPS,2024-12-31,-10.740455,ANNX,income_statement,Basic EPS
Total Revenue,2021-12-31,117130000.0,ARCOMA,income_statement,Total Revenue
Total Revenue,2022-12-31,125046000.0,ARCOMA,income_statement,Total Revenue
Total Revenue,2023-12-31,163015000.0,ARCOMA,income_statement,Total Revenue
Total Revenue,2024-12-31,156807000.0,ARCOMA,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.57,ARCOMA,income_statement,Basic EPS
Basic EPS,2022-12-31,0.14,ARCOMA,income_statement,Basic EPS
Basic EPS,2023-12-31,0.19,ARCOMA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.85,ARCOMA,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,BIOSGN,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,BIOSGN,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,BIOSGN,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,BIOSGN,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.721314,BIOSGN,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.644453,BIOSGN,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.53,BIOSGN,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.08,BIOSGN,income_statement,Basic EPS
Total Revenue,2021-12-31,9264342.0,BRAIN,income_statement,Total Revenue
Total Revenue,2022-12-31,17588407.0,BRAIN,income_statement,Total Revenue
Total Revenue,2023-12-31,23227004.0,BRAIN,income_statement,Total Revenue
Total Revenue,2024-12-31,39961379.0,BRAIN,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.509791,BRAIN,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.509791,BRAIN,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.37,BRAIN,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,BRAIN,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,CRNO-B,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,CRNO-B,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,CRNO-B,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,CRNO-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.154423,CRNO-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.2,CRNO-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.21,CRNO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.38,CRNO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,882046.0,CMH,income_statement,Total Revenue
Total Revenue,2022-12-31,108517.0,CMH,income_statement,Total Revenue
Total Revenue,2023-12-31,976281.0,CMH,income_statement,Total Revenue
Total Revenue,2024-12-31,664687.0,CMH,income_statement,Total Revenue
Basic EPS,2021-12-31,-68.638985,CMH,income_statement,Basic EPS
Basic EPS,2022-12-31,-65.026407,CMH,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.123674,CMH,income_statement,Basic EPS
Basic EPS,2024-12-31,-26.59953,CMH,income_statement,Basic EPS
Total Revenue,2021-12-31,2245000.0,CLS-B,income_statement,Total Revenue
Total Revenue,2022-12-31,6268000.0,CLS-B,income_statement,Total Revenue
Total Revenue,2023-12-31,8273000.0,CLS-B,income_statement,Total Revenue
Total Revenue,2024-12-31,18783000.0,CLS-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-69.237953,CLS-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-163.218731,CLS-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-24.1,CLS-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-4.3,CLS-B,income_statement,Basic EPS
Total Revenue,2021-12-31,7062000.0,CLBIO,income_statement,Total Revenue
Total Revenue,2022-12-31,23550000.0,CLBIO,income_statement,Total Revenue
Total Revenue,2023-12-31,25030000.0,CLBIO,income_statement,Total Revenue
Total Revenue,2024-12-31,9775000.0,CLBIO,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.34,CLBIO,income_statement,Basic EPS
Basic EPS,2022-12-31,0.11,CLBIO,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.08,CLBIO,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.06,CLBIO,income_statement,Basic EPS
Total Revenue,2021-08-31,253000.0,DMYD-B,income_statement,Total Revenue
Total Revenue,2022-08-31,454000.0,DMYD-B,income_statement,Total Revenue
Total Revenue,2023-08-31,546000.0,DMYD-B,income_statement,Total Revenue
Total Revenue,2024-08-31,130000.0,DMYD-B,income_statement,Total Revenue
Basic EPS,2021-08-31,0.874637,DMYD-B,income_statement,Basic EPS
Basic EPS,2022-08-31,-1.360546,DMYD-B,income_statement,Basic EPS
Basic EPS,2023-08-31,-1.49304,DMYD-B,income_statement,Basic EPS
Basic EPS,2024-08-31,-1.592576,DMYD-B,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,DICOT,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,DICOT,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,DICOT,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,DICOT,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.204663,DICOT,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.191224,DICOT,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.26,DICOT,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.08,DICOT,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,ELIC,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,ELIC,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,ELIC,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,ELIC,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.82,ELIC,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.98,ELIC,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.83,ELIC,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.51,ELIC,income_statement,Basic EPS
Total Revenue,2021-12-31,18800374.0,ELN,income_statement,Total Revenue
Total Revenue,2022-12-31,23906754.0,ELN,income_statement,Total Revenue
Total Revenue,2023-12-31,25587000.0,ELN,income_statement,Total Revenue
Total Revenue,2024-12-31,22596000.0,ELN,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.26,ELN,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.08,ELN,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.36,ELN,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,ELN,income_statement,Basic EPS
Total Revenue,2021-12-31,11036000.0,ERMA,income_statement,Total Revenue
Total Revenue,2022-12-31,6847000.0,ERMA,income_statement,Total Revenue
Total Revenue,2023-12-31,1358000.0,ERMA,income_statement,Total Revenue
Total Revenue,2024-12-31,15768000.0,ERMA,income_statement,Total Revenue
Basic EPS,2021-12-31,-2.917172,ERMA,income_statement,Basic EPS
Basic EPS,2022-12-31,-2.917172,ERMA,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.09,ERMA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,ERMA,income_statement,Basic EPS
Total Revenue,2021-12-31,57243000.0,ENZY,income_statement,Total Revenue
Total Revenue,2022-12-31,48948000.0,ENZY,income_statement,Total Revenue
Total Revenue,2023-12-31,50904000.0,ENZY,income_statement,Total Revenue
Total Revenue,2024-12-31,45575000.0,ENZY,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.286656,ENZY,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.406866,ENZY,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.3,ENZY,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.28,ENZY,income_statement,Basic EPS
Total Revenue,2021-12-31,12234000.0,EXPRS2,income_statement,Total Revenue
Total Revenue,2022-12-31,5086000.0,EXPRS2,income_statement,Total Revenue
Total Revenue,2023-12-31,7050000.0,EXPRS2,income_statement,Total Revenue
Total Revenue,2024-12-31,3013000.0,EXPRS2,income_statement,Total Revenue
Basic EPS,2021-12-31,-42.457458,EXPRS2,income_statement,Basic EPS
Basic EPS,2022-12-31,-100.258243,EXPRS2,income_statement,Basic EPS
Basic EPS,2023-12-31,-60.779458,EXPRS2,income_statement,Basic EPS
Basic EPS,2024-12-31,-21.54,EXPRS2,income_statement,Basic EPS
Total Revenue,2021-12-31,2602000.0,FLUI,income_statement,Total Revenue
Total Revenue,2022-12-31,3251000.0,FLUI,income_statement,Total Revenue
Total Revenue,2023-12-31,3338000.0,FLUI,income_statement,Total Revenue
Total Revenue,2024-12-31,1859000.0,FLUI,income_statement,Total Revenue
Basic EPS,2021-12-31,-131.801032,FLUI,income_statement,Basic EPS
Basic EPS,2022-12-31,-71.800768,FLUI,income_statement,Basic EPS
Basic EPS,2023-12-31,-79.40647,FLUI,income_statement,Basic EPS
Basic EPS,2024-12-31,-11.291378,FLUI,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,FLUO,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,FLUO,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,FLUO,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,FLUO,income_statement,Total Revenue
Basic EPS,2021-12-31,-2.15,FLUO,income_statement,Basic EPS
Basic EPS,2022-12-31,-2.33,FLUO,income_statement,Basic EPS
Basic EPS,2023-12-31,-3.22,FLUO,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,FLUO,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,GABA,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,GABA,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,GABA,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,GABA,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.325784,GABA,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.161609,GABA,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.173153,GABA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,GABA,income_statement,Basic EPS
Total Revenue,2021-12-31,93017543.0,GENO,income_statement,Total Revenue
Total Revenue,2022-12-31,102387000.0,GENO,income_statement,Total Revenue
Total Revenue,2023-12-31,158232000.0,GENO,income_statement,Total Revenue
Total Revenue,2024-12-31,130358000.0,GENO,income_statement,Total Revenue
Basic EPS,2021-12-31,0.38,GENO,income_statement,Basic EPS
Basic EPS,2022-12-31,0.17,GENO,income_statement,Basic EPS
Basic EPS,2023-12-31,0.94,GENO,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,GENO,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,GUARD,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,GUARD,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,GUARD,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,GUARD,income_statement,Total Revenue
Basic EPS,2021-12-31,-17.741402,GUARD,income_statement,Basic EPS
Basic EPS,2022-12-31,-15.353505,GUARD,income_statement,Basic EPS
Basic EPS,2023-12-31,-10.355493,GUARD,income_statement,Basic EPS
