Metric,Date,Value,Ticker,Segment,CAGR_Dimension
Total Revenue,2023-12-31,28948000.0,KONT,income_statement,Total Revenue
Total Revenue,2024-12-31,30236000.0,KONT,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.05,KONT,income_statement,Basic EPS
Basic EPS,2022-12-31,0.12,KONT,income_statement,Basic EPS
Basic EPS,2023-12-31,0.01,KONT,income_statement,Basic EPS
Basic EPS,2024-12-31,0.03,KONT,income_statement,Basic EPS
Total Revenue,2021-12-31,3554000.0,LIDDS,income_statement,Total Revenue
Total Revenue,2022-12-31,1888000.0,LIDDS,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,LIDDS,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,LIDDS,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.07816,LIDDS,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.07,LIDDS,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.63,LIDDS,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.04,LIDDS,income_statement,Basic EPS
Total Revenue,2021-12-31,3180000.0,LPGO,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,LPGO,income_statement,Total Revenue
Total Revenue,2023-12-31,16407000.0,LPGO,income_statement,Total Revenue
Total Revenue,2024-12-31,10287000.0,LPGO,income_statement,Total Revenue
Basic EPS,2021-12-31,-2.569769,LPGO,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.629352,LPGO,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.145817,LPGO,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.138143,LPGO,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,LIPUM,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,LIPUM,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,LIPUM,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,LIPUM,income_statement,Total Revenue
Basic EPS,2021-12-31,-12.034574,LIPUM,income_statement,Basic EPS
Basic EPS,2022-12-31,-6.402394,LIPUM,income_statement,Basic EPS
Basic EPS,2023-12-31,-3.842719,LIPUM,income_statement,Basic EPS
Basic EPS,2024-12-31,-2.617144,LIPUM,income_statement,Basic EPS
Total Revenue,2021-12-31,84041571.0,LARK,income_statement,Total Revenue
Total Revenue,2022-12-31,26699282.0,LARK,income_statement,Total Revenue
Total Revenue,2023-12-31,5544000.0,LARK,income_statement,Total Revenue
Total Revenue,2024-12-31,326000.0,LARK,income_statement,Total Revenue
Basic EPS,2021-12-31,1.21,LARK,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.31,LARK,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.8,LARK,income_statement,Basic EPS
Basic EPS,2024-12-31,-2.27,LARK,income_statement,Basic EPS
Total Revenue,2021-12-31,132145000.0,MAGLE,income_statement,Total Revenue
Total Revenue,2022-12-31,145677000.0,MAGLE,income_statement,Total Revenue
Total Revenue,2023-12-31,170440000.0,MAGLE,income_statement,Total Revenue
Total Revenue,2024-12-31,236037000.0,MAGLE,income_statement,Total Revenue
Basic EPS,2021-12-31,0.398438,MAGLE,income_statement,Basic EPS
Basic EPS,2022-12-31,0.84668,MAGLE,income_statement,Basic EPS
Basic EPS,2023-12-31,1.13,MAGLE,income_statement,Basic EPS
Basic EPS,2024-12-31,0.93,MAGLE,income_statement,Basic EPS
Total Revenue,2021-12-31,13282000.0,MAGNA,income_statement,Total Revenue
Total Revenue,2022-12-31,1706000.0,MAGNA,income_statement,Total Revenue
Total Revenue,2023-12-31,92000.0,MAGNA,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,MAGNA,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.832951,MAGNA,income_statement,Basic EPS
Basic EPS,2022-12-31,-2.506812,MAGNA,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.315673,MAGNA,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.161815,MAGNA,income_statement,Basic EPS
Total Revenue,2021-12-31,78032000.0,MEDHLP,income_statement,Total Revenue
Total Revenue,2022-12-31,80612000.0,MEDHLP,income_statement,Total Revenue
Total Revenue,2023-12-31,84083000.0,MEDHLP,income_statement,Total Revenue
Total Revenue,2024-12-31,82310000.0,MEDHLP,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.255366,MEDHLP,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.258553,MEDHLP,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.361757,MEDHLP,income_statement,Basic EPS
Basic EPS,2024-12-31,0.07,MEDHLP,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,MODTX,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,MODTX,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,MODTX,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,MODTX,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.67,MODTX,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.14,MODTX,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.01,MODTX,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,MODTX,income_statement,Basic EPS
Total Revenue,2021-12-31,2374000.0,NANEXA,income_statement,Total Revenue
Total Revenue,2022-12-31,2860000.0,NANEXA,income_statement,Total Revenue
Total Revenue,2023-12-31,29327000.0,NANEXA,income_statement,Total Revenue
Total Revenue,2024-12-31,24361000.0,NANEXA,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.01,NANEXA,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.16,NANEXA,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.09,NANEXA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,NANEXA,income_statement,Basic EPS
Total Revenue,2022-12-31,0.0,NANECH,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,NANECH,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,NANECH,income_statement,Total Revenue
Basic EPS,2022-12-31,-0.116997,NANECH,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.101682,NANECH,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.130003,NANECH,income_statement,Basic EPS
Total Revenue,2021-12-31,625000.0,NEOLA,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,NEOLA,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,NEOLA,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,NEOLA,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.47,NEOLA,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.4,NEOLA,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.17,NEOLA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,NEOLA,income_statement,Basic EPS
Total Revenue,2021-08-31,2829000.0,NEWBRY,income_statement,Total Revenue
Total Revenue,2022-08-31,5516000.0,NEWBRY,income_statement,Total Revenue
Total Revenue,2023-08-31,10266000.0,NEWBRY,income_statement,Total Revenue
Total Revenue,2024-08-31,36829000.0,NEWBRY,income_statement,Total Revenue
Basic EPS,2021-08-31,-0.354514,NEWBRY,income_statement,Basic EPS
Basic EPS,2022-08-31,-0.751339,NEWBRY,income_statement,Basic EPS
Basic EPS,2023-08-31,-0.995382,NEWBRY,income_statement,Basic EPS
Basic EPS,2024-08-31,-0.635031,NEWBRY,income_statement,Basic EPS
Total Revenue,2021-08-31,3912017.0,NXTCL,income_statement,Total Revenue
Total Revenue,2022-08-31,5588797.0,NXTCL,income_statement,Total Revenue
Total Revenue,2023-08-31,10113474.0,NXTCL,income_statement,Total Revenue
Total Revenue,2024-08-31,10664701.0,NXTCL,income_statement,Total Revenue
Basic EPS,2021-08-31,-0.564202,NXTCL,income_statement,Basic EPS
Basic EPS,2022-08-31,-0.816876,NXTCL,income_statement,Basic EPS
Basic EPS,2023-08-31,-0.914689,NXTCL,income_statement,Basic EPS
Basic EPS,2024-08-31,-0.574074,NXTCL,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,ONCOZ,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,ONCOZ,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,ONCOZ,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,ONCOZ,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.331761,ONCOZ,income_statement,Basic EPS
Basic EPS,2022-12-31,-3.98,ONCOZ,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.36,ONCOZ,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,ONCOZ,income_statement,Basic EPS
Total Revenue,2021-12-31,94272000.0,ORTI-A,income_statement,Total Revenue
Total Revenue,2022-12-31,104509000.0,ORTI-A,income_statement,Total Revenue
Total Revenue,2023-12-31,84081000.0,ORTI-A,income_statement,Total Revenue
Total Revenue,2024-12-31,80413000.0,ORTI-A,income_statement,Total Revenue
Basic EPS,2021-12-31,0.21,ORTI-A,income_statement,Basic EPS
Basic EPS,2022-12-31,0.13,ORTI-A,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.41,ORTI-A,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,ORTI-A,income_statement,Basic EPS
Total Revenue,2021-12-31,94272000.0,ORTI-B,income_statement,Total Revenue
Total Revenue,2022-12-31,104509000.0,ORTI-B,income_statement,Total Revenue
Total Revenue,2023-12-31,84081000.0,ORTI-B,income_statement,Total Revenue
Total Revenue,2024-12-31,80413000.0,ORTI-B,income_statement,Total Revenue
Basic EPS,2021-12-31,0.21,ORTI-B,income_statement,Basic EPS
Basic EPS,2022-12-31,0.13,ORTI-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.41,ORTI-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.56,ORTI-B,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,ORT-B,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,ORT-B,income_statement,Total Revenue
Total Revenue,2023-12-31,38140961.0,ORT-B,income_statement,Total Revenue
Total Revenue,2024-12-31,49114500.0,ORT-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.501123,ORT-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.79,ORT-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.1,ORT-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.16,ORT-B,income_statement,Basic EPS
Total Revenue,2021-12-31,31726000.0,OSSD,income_statement,Total Revenue
Total Revenue,2022-12-31,56979000.0,OSSD,income_statement,Total Revenue
Total Revenue,2023-12-31,112157000.0,OSSD,income_statement,Total Revenue
Total Revenue,2024-12-31,133940000.0,OSSD,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.9,OSSD,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.7,OSSD,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.59,OSSD,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.51,OSSD,income_statement,Basic EPS
Total Revenue,2021-12-31,96202000.0,PAX,income_statement,Total Revenue
Total Revenue,2022-12-31,145920000.0,PAX,income_statement,Total Revenue
Total Revenue,2023-12-31,210117000.0,PAX,income_statement,Total Revenue
Total Revenue,2024-12-31,253007000.0,PAX,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.67,PAX,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.54,PAX,income_statement,Basic EPS
Basic EPS,2023-12-31,0.44,PAX,income_statement,Basic EPS
Basic EPS,2024-12-31,2.11,PAX,income_statement,Basic EPS
Total Revenue,2021-12-31,8815610.0,PERP-B,income_statement,Total Revenue
Total Revenue,2022-12-31,10113932.0,PERP-B,income_statement,Total Revenue
Total Revenue,2023-12-31,9936285.0,PERP-B,income_statement,Total Revenue
Total Revenue,2024-12-31,6939094.0,PERP-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-17.059099,PERP-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-27.6,PERP-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-6.621163,PERP-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.546953,PERP-B,income_statement,Basic EPS
Total Revenue,2021-12-31,719230.0,PILA,income_statement,Total Revenue
Total Revenue,2022-12-31,1880738.0,PILA,income_statement,Total Revenue
Total Revenue,2023-12-31,1463000.0,PILA,income_statement,Total Revenue
Total Revenue,2024-12-31,775000.0,PILA,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.32,PILA,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.55,PILA,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.47,PILA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,PILA,income_statement,Basic EPS
Total Revenue,2021-12-31,8067000.0,PRO,income_statement,Total Revenue
Total Revenue,2022-12-31,16214000.0,PRO,income_statement,Total Revenue
Total Revenue,2023-12-31,37070000.0,PRO,income_statement,Total Revenue
Total Revenue,2024-12-31,43976000.0,PRO,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.873494,PRO,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.01,PRO,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.5,PRO,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.67,PRO,income_statement,Basic EPS
Total Revenue,2021-12-31,17073000.0,PLUN,income_statement,Total Revenue
Total Revenue,2022-12-31,17411000.0,PLUN,income_statement,Total Revenue
Total Revenue,2023-12-31,22062000.0,PLUN,income_statement,Total Revenue
Total Revenue,2024-12-31,13725000.0,PLUN,income_statement,Total Revenue
Basic EPS,2021-12-31,-6.463251,PLUN,income_statement,Basic EPS
Basic EPS,2022-12-31,-8.072727,PLUN,income_statement,Basic EPS
Basic EPS,2023-12-31,-9.94,PLUN,income_statement,Basic EPS
Basic EPS,2024-12-31,-6.94,PLUN,income_statement,Basic EPS
Total Revenue,2021-12-31,10001.0,PROGEN,income_statement,Total Revenue
Total Revenue,2022-12-31,683000.0,PROGEN,income_statement,Total Revenue
Total Revenue,2023-12-31,1356000.0,PROGEN,income_statement,Total Revenue
Total Revenue,2024-12-31,199000.0,PROGEN,income_statement,Total Revenue
Basic EPS,2021-12-31,-104.379311,PROGEN,income_statement,Basic EPS
Basic EPS,2022-12-31,-596.515152,PROGEN,income_statement,Basic EPS
Basic EPS,2023-12-31,-162914.39394,PROGEN,income_statement,Basic EPS
Basic EPS,2024-12-31,-2874.545455,PROGEN,income_statement,Basic EPS
Total Revenue,2021-12-31,39613000.0,QLIFE,income_statement,Total Revenue
Total Revenue,2022-12-31,17993000.0,QLIFE,income_statement,Total Revenue
Total Revenue,2023-12-31,244000.0,QLIFE,income_statement,Total Revenue
Total Revenue,2024-12-31,89000.0,QLIFE,income_statement,Total Revenue
Basic EPS,2021-12-31,-965.986882,QLIFE,income_statement,Basic EPS
Basic EPS,2022-12-31,-1734.963506,QLIFE,income_statement,Basic EPS
Basic EPS,2023-12-31,-519.308737,QLIFE,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.614474,QLIFE,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,QUIA,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,QUIA,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,QUIA,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,QUIA,income_statement,Total Revenue
Basic EPS,2021-12-31,-11.858491,QUIA,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.0825,QUIA,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.0225,QUIA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,QUIA,income_statement,Basic EPS
Total Revenue,2021-12-31,7699786.0,S2M,income_statement,Total Revenue
Total Revenue,2022-12-31,4670202.0,S2M,income_statement,Total Revenue
Total Revenue,2023-12-31,6971000.0,S2M,income_statement,Total Revenue
Total Revenue,2024-12-31,14906000.0,S2M,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.35357,S2M,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.693443,S2M,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.08,S2M,income_statement,Basic EPS
Basic EPS,2024-12-31,0.01,S2M,income_statement,Basic EPS
Total Revenue,2022-04-30,57684000.0,SDOS,income_statement,Total Revenue
Total Revenue,2023-04-30,61550000.0,SDOS,income_statement,Total Revenue
Total Revenue,2024-04-30,61844000.0,SDOS,income_statement,Total Revenue
Total Revenue,2025-04-30,60429000.0,SDOS,income_statement,Total Revenue
Basic EPS,2022-04-30,-0.18,SDOS,income_statement,Basic EPS
Basic EPS,2023-04-30,-0.2,SDOS,income_statement,Basic EPS
Basic EPS,2024-04-30,0.01,SDOS,income_statement,Basic EPS
Basic EPS,2025-04-30,-0.32,SDOS,income_statement,Basic EPS
Total Revenue,2021-12-31,49000.0,CMOTEC-B,income_statement,Total Revenue
Total Revenue,2022-12-31,473000.0,CMOTEC-B,income_statement,Total Revenue
Total Revenue,2023-12-31,2822000.0,CMOTEC-B,income_statement,Total Revenue
Total Revenue,2024-12-31,6566000.0,CMOTEC-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.842652,CMOTEC-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.893369,CMOTEC-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.133895,CMOTEC-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.587603,CMOTEC-B,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,HEART,income_statement,Total Revenue
Total Revenue,2022-12-31,10000.0,HEART,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,HEART,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,HEART,income_statement,Total Revenue
Basic EPS,2021-12-31,-14.134173,HEART,income_statement,Basic EPS
Basic EPS,2022-12-31,-18.858927,HEART,income_statement,Basic EPS
Basic EPS,2023-12-31,-16.61,HEART,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.7,HEART,income_statement,Basic EPS
Total Revenue,2021-12-31,11727000.0,SCIB,income_statement,Total Revenue
Total Revenue,2022-12-31,17890000.0,SCIB,income_statement,Total Revenue
Total Revenue,2023-12-31,23245000.0,SCIB,income_statement,Total Revenue
Total Revenue,2024-12-31,29705000.0,SCIB,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.650328,SCIB,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.61165,SCIB,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.51,SCIB,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.34,SCIB,income_statement,Basic EPS
Total Revenue,2021-12-31,15422000.0,SENZA,income_statement,Total Revenue
Total Revenue,2022-12-31,41770000.0,SENZA,income_statement,Total Revenue
Total Revenue,2023-12-31,49870000.0,SENZA,income_statement,Total Revenue
Total Revenue,2024-12-31,57695000.0,SENZA,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.35,SENZA,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.03,SENZA,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.91,SENZA,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.65,SENZA,income_statement,Basic EPS
Total Revenue,2021-12-31,660000.0,SPAGO,income_statement,Total Revenue
Total Revenue,2022-12-31,1054000.0,SPAGO,income_statement,Total Revenue
Total Revenue,2023-12-31,1203000.0,SPAGO,income_statement,Total Revenue
Total Revenue,2024-12-31,1911000.0,SPAGO,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.945577,SPAGO,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.582628,SPAGO,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.43,SPAGO,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,SPAGO,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,STABL,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,STABL,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,STABL,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,STABL,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.849734,STABL,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.723733,STABL,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.748308,STABL,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.284022,STABL,income_statement,Basic EPS
Total Revenue,2021-12-31,187087000.0,STIL,income_statement,Total Revenue
Total Revenue,2022-12-31,246350000.0,STIL,income_statement,Total Revenue
Total Revenue,2023-12-31,294893000.0,STIL,income_statement,Total Revenue
Total Revenue,2024-12-31,569950000.0,STIL,income_statement,Total Revenue
Basic EPS,2021-12-31,3.21,STIL,income_statement,Basic EPS
Basic EPS,2022-12-31,5.45,STIL,income_statement,Basic EPS
Basic EPS,2023-12-31,5.31,STIL,income_statement,Basic EPS
Basic EPS,2024-12-31,6.48,STIL,income_statement,Basic EPS
Total Revenue,2021-12-31,366778000.0,SUS,income_statement,Total Revenue
Total Revenue,2022-12-31,802540000.0,SUS,income_statement,Total Revenue
Total Revenue,2023-12-31,882853000.0,SUS,income_statement,Total Revenue
Total Revenue,2024-12-31,884087000.0,SUS,income_statement,Total Revenue
Basic EPS,2021-12-31,2.03,SUS,income_statement,Basic EPS
Basic EPS,2022-12-31,3.7,SUS,income_statement,Basic EPS
Basic EPS,2023-12-31,4.59,SUS,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,SUS,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,TOL,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,TOL,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,TOL,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,TOL,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.056647,TOL,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.076653,TOL,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.037849,TOL,income_statement,Basic EPS
Basic EPS,2024-12-31,0.034824,TOL,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,XINT,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,XINT,income_statement,Total Revenue
Total Revenue,2023-12-31,78000.0,XINT,income_statement,Total Revenue
Total Revenue,2024-12-31,4215000.0,XINT,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.72,XINT,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.37,XINT,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.13,XINT,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.07,XINT,income_statement,Basic EPS
Total Revenue,2021-12-31,279393.0,XPC,income_statement,Total Revenue
Total Revenue,2022-12-31,1055807.0,XPC,income_statement,Total Revenue
Total Revenue,2023-12-31,663681.0,XPC,income_statement,Total Revenue
Total Revenue,2024-12-31,283938.0,XPC,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.153117,XPC,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.311467,XPC,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.0876,XPC,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,XPC,income_statement,Basic EPS
Total Revenue,2021-12-31,1029807000.0,ABSO,income_statement,Total Revenue
Total Revenue,2022-12-31,1339321000.0,ABSO,income_statement,Total Revenue
Total Revenue,2023-12-31,1408464000.0,ABSO,income_statement,Total Revenue
Total Revenue,2024-12-31,1400199000.0,ABSO,income_statement,Total Revenue
Basic EPS,2021-12-31,8.68,ABSO,income_statement,Basic EPS
Basic EPS,2022-12-31,13.4,ABSO,income_statement,Basic EPS
Basic EPS,2023-12-31,12.39,ABSO,income_statement,Basic EPS
Basic EPS,2024-12-31,12.71,ABSO,income_statement,Basic EPS
Total Revenue,2021-12-31,51441000.0,ACUVI,income_statement,Total Revenue
Total Revenue,2022-12-31,185075000.0,ACUVI,income_statement,Total Revenue
Total Revenue,2023-12-31,190816000.0,ACUVI,income_statement,Total Revenue
Total Revenue,2024-12-31,178217000.0,ACUVI,income_statement,Total Revenue
Basic EPS,2021-12-31,-2.574457,ACUVI,income_statement,Basic EPS
Basic EPS,2022-12-31,-3.856716,ACUVI,income_statement,Basic EPS
Basic EPS,2023-12-31,0.25,ACUVI,income_statement,Basic EPS
Basic EPS,2024-12-31,1.2,ACUVI,income_statement,Basic EPS
Total Revenue,2021-12-31,2958000.0,AXOLOT,income_statement,Total Revenue
Total Revenue,2022-12-31,1559000.0,AXOLOT,income_statement,Total Revenue
Total Revenue,2023-12-31,1648000.0,AXOLOT,income_statement,Total Revenue
Total Revenue,2024-12-31,2980000.0,AXOLOT,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.350182,AXOLOT,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.214,AXOLOT,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.11,AXOLOT,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.09,AXOLOT,income_statement,Basic EPS
Total Revenue,2021-12-31,10722000.0,BAWAT,income_statement,Total Revenue
Total Revenue,2022-12-31,12598000.0,BAWAT,income_statement,Total Revenue
Total Revenue,2023-12-31,22675000.0,BAWAT,income_statement,Total Revenue
Total Revenue,2024-12-31,15179000.0,BAWAT,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.975138,BAWAT,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.18,BAWAT,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.71,BAWAT,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.65,BAWAT,income_statement,Basic EPS
Total Revenue,2021-12-31,983000.0,BOMILL,income_statement,Total Revenue
Total Revenue,2022-12-31,560000.0,BOMILL,income_statement,Total Revenue
Total Revenue,2023-12-31,8478000.0,BOMILL,income_statement,Total Revenue
Total Revenue,2024-12-31,15372000.0,BOMILL,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.336091,BOMILL,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.705764,BOMILL,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.25,BOMILL,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.15,BOMILL,income_statement,Basic EPS
Total Revenue,2021-12-31,25754139.0,CALVIK,income_statement,Total Revenue
Total Revenue,2022-12-31,42251000.0,CALVIK,income_statement,Total Revenue
Total Revenue,2023-12-31,73776000.0,CALVIK,income_statement,Total Revenue
Total Revenue,2024-12-31,406908000.0,CALVIK,income_statement,Total Revenue
Basic EPS,2021-12-31,1.676878,CALVIK,income_statement,Basic EPS
Basic EPS,2022-12-31,2.09,CALVIK,income_statement,Basic EPS
Basic EPS,2023-12-31,0.41,CALVIK,income_statement,Basic EPS
Basic EPS,2024-12-31,2.59,CALVIK,income_statement,Basic EPS
Total Revenue,2021-12-31,587500000.0,CARE,income_statement,Total Revenue
Total Revenue,2022-12-31,725100000.0,CARE,income_statement,Total Revenue
Total Revenue,2023-12-31,824600000.0,CARE,income_statement,Total Revenue
Total Revenue,2024-12-31,870700000.0,CARE,income_statement,Total Revenue
Basic EPS,2021-12-31,0.19,CARE,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.47,CARE,income_statement,Basic EPS
Basic EPS,2023-12-31,1.56,CARE,income_statement,Basic EPS
Basic EPS,2024-12-31,2.4,CARE,income_statement,Basic EPS
Total Revenue,2021-12-31,71347000.0,CI,income_statement,Total Revenue
Total Revenue,2022-12-31,76812000.0,CI,income_statement,Total Revenue
Total Revenue,2023-12-31,47261000.0,CI,income_statement,Total Revenue
Total Revenue,2024-12-31,37325000.0,CI,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.427778,CI,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.437284,CI,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.11,CI,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,CI,income_statement,Basic EPS
